model_title;model_hash;r2;mae;rmse;accuracy;f1_score;roc_auc;irb_regr;irb_clas;irb_total
RFv1.3 (50,None,2,1,sqrt) + 14;6d5e7963;0,8051;3,2444;4,5274;0,4068;0,4444;0,4057;1,0054;0,7968;0,8907
