model_title;model_hash;r2;mae;rmse;accuracy;f1_score;roc_auc;irb_regr;irb_clas;irb_total
SARIMAXv2.4 (1, 1, 1)(0, 0, 0, 5) (Log) (Standard) + 134;20b535c1;0,9173;2,4919;2,9493;0,9153;0,9123;0,9161;1,3336;1,7418;1,5581
