model_title;model_hash;r2;mae;rmse;accuracy;f1_score;roc_auc;irb_regr;irb_clas;irb_total
XGBoostv1.3 (200,6,0.2,1.0,1.0,0,1) + 145;27732e24;0,802;3,2872;4,5636;0,4068;0,4262;0,4063;0,9971;0,7862;0,8811
