Configuración del modelo;Hash;R²;MAE;RMSE;Acc.;F1;ROC-AUC;IRB Regr.;IRB Clas.;IRB Total
ARIMAv2.3 (3, 1, 2);4609d943;-0,5528;11,0516;12,7803;0,6102;0,6102;0,6103;-0,0088;1,1621;0,6352
ARIMAv2.3 (1, 1, 0) (Log);550beaa9;-0,3518;10,1547;11,9247;0,5085;0,6506;0,5017;0,0911;1,0501;0,6185
ARIMAv2.3 (1, 1, 0) (YeoJohnson);fe8c7ca6;-0,3608;10,198;11,964;0,5085;0,6506;0,5017;0,0866;1,0501;0,6165
ARIMAv2.3 (2, 0, 0) (RetLog);c5a6ac1e;-1,7962;14,3696;17,1492;0,5;0,6667;0,4833;-0,5731;1,0423;0,3154
