Configuración del modelo;Hash;R²;MAE;RMSE;Acc.;F1;ROC-AUC;IRB Regr.;IRB Clas.;IRB Total
ARIMAv2.3 (2, 0, 0) (RetLog);c5a6ac1e;0,8138;3,1539;4,4257;0,431;0,459;0,4298;1,0264;0,837;0,9222
ARIMAv2.3 (1, 1, 0) (YeoJohnson);fe8c7ca6;0,8038;3,2272;4,5426;0,4068;0,4444;0,4057;1,0055;0,7968;0,8907
ARIMAv2.3 (1, 1, 0) (Log);550beaa9;0,8036;3,2332;4,5455;0,4068;0,4444;0,4057;1,0046;0,7968;0,8903
ARIMAv2.3 (3, 1, 2);4609d943;0,8046;3,323;4,534;0,4068;0,4262;0,4063;0,9967;0,7862;0,8809
