Configuración del modelo;Hash;R²;MAE;RMSE;Acc.;F1;ROC-AUC;IRB Regr.;IRB Clas.;IRB Total
SARIMAXv2.4 (1, 1, 1)(1, 0, 0, 5) (Log) (Standard) + 234;cf1ea177;0,7704;3,5921;4,9144;0,4407;0,4762;0,4397;0,9319;0,8601;0,8924
SARIMAXv2.4 (1, 0, 0)(0, 0, 1, 5) (MinMax) + 256;d3f1aa82;0,7381;3,7538;5,2483;0,4576;0,5;0,4563;0,8858;0,8963;0,8916
SARIMAXv2.4 (3, 0, 0)(0, 0, 1, 5) + 234;09f9e3fb;0,737;3,7402;5,2596;0,4576;0,5;0,4563;0,8858;0,8963;0,8916
SARIMAXv2.4 (3, 0, 0)(0, 0, 1, 5) + 23;2ccd1d01;0,7363;3,7463;5,2666;0,4576;0,5;0,4563;0,8846;0,8963;0,8911
SARIMAXv2.4 (1, 0, 0)(1, 0, 0, 5) (MinMax) + 25;d0d13074;0,7372;3,7569;5,2577;0,4576;0,5;0,4563;0,8846;0,8963;0,8911
SARIMAXv2.4 (3, 0, 0)(2, 0, 2, 5) (Standard) + 23456;a7d11388;0,7375;3,7819;5,2545;0,4576;0,5;0,4563;0,883;0,8963;0,8903
SARIMAXv2.4 (3, 0, 0)(2, 0, 2, 5) (Standard) + 2345;c26fa70e;0,7375;3,7857;5,2544;0,4576;0,5;0,4563;0,8827;0,8963;0,8902
SARIMAXv2.4 (3, 0, 0)(2, 0, 2, 5) (Standard) + 234;11e794d8;0,7374;3,7857;5,2559;0,4576;0,5;0,4563;0,8826;0,8963;0,8901
SARIMAXv2.4 (1, 0, 2)(0, 0, 1, 5) (MinMax) + 246;77d21c49;0,7345;3,7657;5,2848;0,4576;0,5;0,4563;0,8814;0,8963;0,8896
SARIMAXv2.4 (3, 0, 0)(2, 0, 2, 5) (Standard) + 236;ed6413a0;0,7364;3,7916;5,266;0,4576;0,5;0,4563;0,8812;0,8963;0,8895
