Configuración del modelo;Hash;R²;MAE;RMSE;Acc.;F1;ROC-AUC;IRB Regr.;IRB Clas.;IRB Total
SARIMAXv2.4 (3, 0, 0)(2, 0, 2, 5) (Standard) + 2346;eef6bee8;0,7365;3,7942;5,2648;0,4576;0,5;0,4563;0,8811;0,8963;0,8895
SARIMAXv2.4 (3, 0, 0)(0, 0, 1, 5) (MinMax) + 26;49f66ecc;0,7332;3,7647;5,2974;0,4576;0,5;0,4563;0,8802;0,8963;0,8891
SARIMAXv2.4 (3, 0, 0)(2, 0, 2, 5) (Standard) + 26;19572df9;0,7339;3,7787;5,2903;0,4576;0,5;0,4563;0,8798;0,8963;0,8889
SARIMAXv2.4 (3, 0, 0)(2, 0, 2, 5) (Standard) + 246;ee436198;0,7327;3,7848;5,3025;0,4576;0,5;0,4563;0,8782;0,8963;0,8882
SARIMAXv2.4 (3, 0, 0)(0, 0, 0, 5) + 24;a3700edd;0,7333;3,7957;5,2965;0,4576;0,5;0,4563;0,8779;0,8963;0,8881
SARIMAXv2.4 (3, 0, 0)(0, 0, 0, 5) + 25;893e2c41;0,7328;3,8071;5,3018;0,4576;0,5;0,4563;0,8766;0,8963;0,8874
SARIMAXv2.4 (2, 1, 0)(0, 0, 0, 5) (YeoJohnson) (Standard) + 35;cd79280c;0,6065;4,4628;6,4339;0,5254;0,5484;0,5247;0,7318;1,0141;0,887
SARIMAXv2.4 (3, 0, 0)(0, 0, 0, 5) + 2;f1889b9c;0,7317;3,8131;5,3121;0,4576;0,5;0,4563;0,8751;0,8963;0,8868
SARIMAXv2.4 (2, 1, 0)(0, 0, 0, 5) (YeoJohnson) + 35;81504139;0,6057;4,4669;6,4403;0,5254;0,5484;0,5247;0,731;1,0141;0,8867
SARIMAXv2.4 (2, 1, 0)(0, 0, 0, 5) (YeoJohnson) (MinMax) + 35;a221e39a;0,6054;4,47;6,4424;0,5254;0,5484;0,5247;0,7306;1,0141;0,8865
SARIMAXv2.4 (2, 1, 0)(1, 0, 1, 5) + 3;af0240d0;0,7317;3,8679;5,3121;0,4576;0,5;0,4563;0,8711;0,8963;0,885
SARIMAXv2.4 (3, 1, 0)(2, 0, 1, 5) + 36;ea557a5a;0,7264;3,8797;5,3648;0,4576;0,5;0,4563;0,8652;0,8963;0,8823
SARIMAXv2.4 (3, 1, 0)(2, 0, 2, 5) (Standard) + 3;70a6c89f;0,7247;3,9068;5,3809;0,4576;0,5;0,4563;0,8617;0,8963;0,8807
SARIMAXv2.4 (1, 0, 0)(0, 0, 1, 5) (MinMax) + 23;17da1ed2;0,7451;3,7309;5,1784;0,4407;0,4923;0,4391;0,8943;0,8695;0,8807
SARIMAXv2.4 (1, 1, 0)(0, 0, 0, 5) (Log) + 46;aca4911b;0,7067;3,976;5,5547;0,4576;0,5294;0,4552;0,8405;0,9134;0,8806
SARIMAXv2.4 (1, 1, 0)(0, 0, 0, 5) (Log) (MinMax) + 46;ebe4f05e;0,7066;3,9761;5,555;0,4576;0,5294;0,4552;0,8405;0,9134;0,8806
SARIMAXv2.4 (1, 1, 0)(0, 0, 0, 5) (Log) (Standard) + 46;d7941d23;0,7066;3,9761;5,555;0,4576;0,5294;0,4552;0,8405;0,9134;0,8806
SARIMAXv2.4 (1, 0, 0)(1, 0, 0, 5) (MinMax) + 235;2852b7f2;0,7439;3,7232;5,1902;0,4407;0,4923;0,4391;0,8938;0,8695;0,8804
SARIMAXv2.4 (3, 1, 0)(2, 0, 2, 5) (Standard) + 36;15d8286e;0,7241;3,9076;5,3876;0,4576;0,5;0,4563;0,861;0,8963;0,8804
SARIMAXv2.4 (0, 1, 0)(1, 0, 0, 5) (YeoJohnson) + 246;b1b24a0f;0,7137;3,9291;5,4879;0,4576;0,5152;0,4557;0,85;0,9051;0,8803
SARIMAXv2.4 (1, 0, 0)(1, 0, 1, 5) (MinMax) + 245;04fab710;0,7423;3,707;5,2066;0,4407;0,4923;0,4391;0,8935;0,8695;0,8803
SARIMAXv2.4 (0, 1, 0)(1, 0, 0, 5) (YeoJohnson) (MinMax) + 246;7e8da9b7;0,7137;3,9291;5,4879;0,4576;0,5152;0,4557;0,85;0,9051;0,8803
SARIMAXv2.4 (0, 1, 0)(1, 0, 0, 5) (YeoJohnson) (Standard) + 246;c7311c52;0,7131;3,9322;5,4934;0,4576;0,5152;0,4557;0,8493;0,9051;0,88
SARIMAXv2.4 (0, 1, 0)(1, 0, 0, 5) (YeoJohnson) + 24;f051ea9d;0,7124;3,9269;5,4999;0,4576;0,5152;0,4557;0,8491;0,9051;0,8799
SARIMAXv2.4 (0, 1, 0)(1, 0, 0, 5) (YeoJohnson) (MinMax) + 24;d2e1420d;0,7124;3,9269;5,4999;0,4576;0,5152;0,4557;0,8491;0,9051;0,8799
SARIMAXv2.4 (1, 0, 0)(0, 0, 1, 5) (MinMax) + 2456;1fd9b0a2;0,7411;3,7245;5,2184;0,4407;0,4923;0,4391;0,891;0,8695;0,8791
SARIMAXv2.4 (1, 0, 0)(1, 0, 0, 5) (MinMax) + 24;c201ec83;0,7404;3,7348;5,2252;0,4407;0,4923;0,4391;0,8895;0,8695;0,8785
SARIMAXv2.4 (0, 1, 0)(1, 0, 0, 5) (YeoJohnson) + 2346;bf8699c0;0,7165;3,8893;5,4607;0,4576;0,5;0,4563;0,8554;0,8963;0,8779
SARIMAXv2.4 (0, 1, 0)(1, 0, 0, 5) (YeoJohnson) (MinMax) + 2346;fadaa6a9;0,7165;3,8893;5,4607;0,4576;0,5;0,4563;0,8554;0,8963;0,8779
SARIMAXv2.4 (0, 1, 0)(1, 0, 0, 5) (YeoJohnson) (Standard) + 2346;6c9d8344;0,7161;3,8912;5,4645;0,4576;0,5;0,4563;0,8549;0,8963;0,8777
SARIMAXv2.4 (1, 0, 0)(1, 0, 0, 5) (MinMax) + 2;065127d9;0,7378;3,7391;5,2517;0,4407;0,4923;0,4391;0,8866;0,8695;0,8772
SARIMAXv2.4 (3, 0, 0)(2, 0, 2, 5) (Standard) + 235;bea4593e;0,7373;3,7755;5,2564;0,4407;0,4923;0,4391;0,8833;0,8695;0,8757
SARIMAXv2.4 (3, 0, 0)(2, 0, 2, 5) (Standard) + 2356;03cf8726;0,7369;3,7795;5,261;0,4407;0,4923;0,4391;0,8826;0,8695;0,8754
SARIMAXv2.4 (3, 1, 0)(0, 0, 1, 5) (MinMax) + 4;b61a07e9;0,7247;3,9193;5,3811;0,4407;0,5217;0,4379;0,8608;0,8866;0,875
SARIMAXv2.4 (3, 1, 0)(0, 0, 1, 5) (Standard) + 4;95b8c6c5;0,7242;3,9246;5,3861;0,4407;0,5217;0,4379;0,8599;0,8866;0,8746
SARIMAXv2.4 (1, 1, 0)(1, 0, 0, 5) (YeoJohnson) (MinMax) + 5;86d92b20;0,6786;4,1664;5,8146;0,4746;0,5231;0,473;0,8041;0,9321;0,8745
SARIMAXv2.4 (3, 1, 0)(0, 0, 1, 5) + 4;9aec4b53;0,7235;3,9258;5,3935;0,4407;0,5217;0,4379;0,8591;0,8866;0,8742
SARIMAXv2.4 (3, 1, 0)(0, 0, 1, 5) (Standard) + 46;9bab4ce8;0,7232;3,9258;5,3957;0,4407;0,5217;0,4379;0,8589;0,8866;0,8741
SARIMAXv2.4 (3, 1, 0)(0, 0, 1, 5) (MinMax) + 46;a76e43fd;0,7229;3,9281;5,3991;0,4407;0,5217;0,4379;0,8584;0,8866;0,8739
SARIMAXv2.4 (3, 0, 0)(0, 0, 1, 5) + 26;5e7399fb;0,7317;3,7614;5,3126;0,4407;0,4923;0,4391;0,879;0,8695;0,8738
SARIMAXv2.4 (1, 0, 0)(0, 0, 0, 5) (RetLog) (MinMax) + 456;7065f0fb;0,683;4,2077;5,7742;0,4828;0,5;0,4821;0,8052;0,9294;0,8735
SARIMAXv2.4 (3, 1, 0)(0, 0, 1, 5) + 46;39369589;0,7213;3,9312;5,4149;0,4407;0,5217;0,4379;0,8567;0,8866;0,8731
SARIMAXv2.4 (0, 1, 0)(0, 0, 0, 5) (YeoJohnson) (Standard) + 346;65d07629;0,6466;4,3587;6,0968;0,4915;0,5312;0,4902;0,7672;0,9593;0,8729
SARIMAXv2.4 (0, 1, 0)(0, 0, 0, 5) (YeoJohnson) (MinMax) + 346;17a3fc65;0,6467;4,3587;6,0966;0,4915;0,5312;0,4902;0,7673;0,9593;0,8729
SARIMAXv2.4 (0, 1, 0)(0, 0, 0, 5) (YeoJohnson) + 346;c1c57a30;0,6467;4,3587;6,0966;0,4915;0,5312;0,4902;0,7673;0,9593;0,8729
SARIMAXv2.4 (0, 1, 0)(1, 0, 0, 5) (YeoJohnson) (Standard) + 2356;8b34e19f;0,7266;3,7307;5,3624;0,4407;0,4923;0,4391;0,8767;0,8695;0,8727
SARIMAXv2.4 (0, 0, 0)(0, 0, 1, 5) (RetLog) (MinMax) + 2456;08c2ee87;0,6746;4,19;5,85;0,4828;0,5;0,4821;0,7994;0,9294;0,8709
SARIMAXv2.4 (3, 0, 0)(2, 0, 2, 5) (Standard) + 2456;e19dd489;0,7348;3,7714;5,282;0,4407;0,4762;0,4397;0,8812;0,8601;0,8696
SARIMAXv2.4 (3, 0, 0)(2, 0, 2, 5) (Standard) + 2;84e2b72c;0,7349;3,7754;5,2805;0,4407;0,4762;0,4397;0,881;0,8601;0,8695
SARIMAXv2.4 (3, 0, 0)(0, 0, 0, 5) + 245;a75e5b38;0,7339;3,7907;5,2906;0,4407;0,4762;0,4397;0,8789;0,8601;0,8685
SARIMAXv2.4 (3, 0, 0)(2, 0, 2, 5) (Standard) + 256;54975d10;0,7331;3,7879;5,2988;0,4407;0,4762;0,4397;0,8783;0,8601;0,8683
SARIMAXv2.4 (1, 1, 0)(0, 0, 0, 5) (YeoJohnson) (Standard) + 46;96efbaa3;0,6609;4,2366;5,9722;0,4746;0,5231;0,473;0,7856;0,9321;0,8662
SARIMAXv2.4 (1, 1, 2)(0, 0, 1, 5) (MinMax) + 3;0a7ffcb0;0,7265;3,9221;5,3635;0,4407;0,4923;0,4391;0,8622;0,8695;0,8662
SARIMAXv2.4 (1, 1, 0)(0, 0, 0, 5) (YeoJohnson) + 46;ad26e13b;0,6609;4,2366;5,9722;0,4746;0,5231;0,473;0,7856;0,9321;0,8662
SARIMAXv2.4 (1, 1, 0)(0, 0, 0, 5) (YeoJohnson) (MinMax) + 46;7fdf89f9;0,6609;4,2366;5,9722;0,4746;0,5231;0,473;0,7856;0,9321;0,8662
SARIMAXv2.4 (3, 1, 0)(0, 0, 1, 5) (MinMax) + 36;d9bf3077;0,7244;3,9115;5,3847;0,4407;0,4923;0,4391;0,861;0,8695;0,8657
SARIMAXv2.4 (1, 1, 2)(0, 0, 1, 5) (Standard) + 35;78df7413;0,7242;3,9232;5,3863;0,4407;0,4923;0,4391;0,86;0,8695;0,8652
SARIMAXv2.4 (1, 1, 2)(0, 0, 1, 5) (Standard) + 356;b53d47c6;0,7235;3,9159;5,3931;0,4407;0,4923;0,4391;0,8599;0,8695;0,8652
SARIMAXv2.4 (1, 1, 2)(0, 0, 1, 5) + 35;5bff58b7;0,724;3,9217;5,3885;0,4407;0,4923;0,4391;0,8599;0,8695;0,8652
SARIMAXv2.4 (1, 1, 2)(1, 0, 0, 5) (MinMax) + 356;00767eb3;0,7229;3,9199;5,3989;0,4407;0,4923;0,4391;0,859;0,8695;0,8648
SARIMAXv2.4 (0, 0, 0)(2, 0, 0, 5) (RetLog) (MinMax) + 246;c479820b;0,6653;4,2919;5,9332;0,4828;0,5;0,4821;0,7857;0,9294;0,8647
SARIMAXv2.4 (0, 1, 0)(1, 0, 0, 5) (YeoJohnson) + 23456;dccf4157;0,7262;3,838;5,3668;0,4407;0,4762;0,4397;0,8681;0,8601;0,8637
SARIMAXv2.4 (0, 1, 0)(1, 0, 0, 5) (YeoJohnson) (MinMax) + 23456;bccff9f9;0,7258;3,8404;5,3701;0,4407;0,4762;0,4397;0,8676;0,8601;0,8634
SARIMAXv2.4 (0, 1, 0)(1, 0, 0, 5) (YeoJohnson) (Standard) + 23456;c4169c1b;0,7257;3,8425;5,3719;0,4407;0,4762;0,4397;0,8672;0,8601;0,8633
SARIMAXv2.4 (0, 1, 0)(1, 0, 0, 5) (YeoJohnson) + 2345;7fb8065a;0,7251;3,8387;5,3776;0,4407;0,4762;0,4397;0,867;0,8601;0,8632
SARIMAXv2.4 (0, 1, 0)(1, 0, 0, 5) (YeoJohnson) (Standard) + 2345;32adfbec;0,7251;3,8406;5,377;0,4407;0,4762;0,4397;0,8669;0,8601;0,8631
SARIMAXv2.4 (0, 1, 0)(1, 0, 0, 5) (YeoJohnson) (MinMax) + 2345;9bb4e63e;0,7251;3,8402;5,3776;0,4407;0,4762;0,4397;0,8669;0,8601;0,8631
SARIMAXv2.4 (1, 1, 2)(0, 0, 1, 5) (MinMax) + 35;ad66ed01;0,7204;3,9425;5,4228;0,4407;0,4923;0,4391;0,8552;0,8695;0,863
SARIMAXv2.4 (3, 1, 0)(0, 0, 1, 5) (Standard) + 45;745d49f8;0,733;3,885;5,2995;0,4237;0,5;0,4213;0,871;0,8516;0,8603
SARIMAXv2.4 (3, 0, 2)(0, 0, 0, 5) (RetLog) (Standard) + 2;852afe7b;0,6826;4,1297;5,778;0,4655;0,4918;0,4643;0,8098;0,9017;0,8603
SARIMAXv2.4 (0, 1, 0)(1, 0, 0, 5) (YeoJohnson) (Standard) + 24;738d3313;0,7122;3,9287;5,5021;0,4407;0,4923;0,4391;0,8487;0,8695;0,8601
SARIMAXv2.4 (3, 1, 0)(0, 0, 1, 5) (MinMax) + 45;2e7b8d8d;0,7319;3,8894;5,3107;0,4237;0,5;0,4213;0,8696;0,8516;0,8597
SARIMAXv2.4 (3, 1, 0)(0, 0, 1, 5) (Standard) + 456;764a97fd;0,7313;3,8921;5,3161;0,4237;0,5;0,4213;0,8689;0,8516;0,8594
SARIMAXv2.4 (0, 1, 1)(0, 0, 0, 5) (Log) (Standard) + 456;f614db70;0,7032;3,9967;5,5873;0,4407;0,5075;0,4385;0,8361;0,8783;0,8593
SARIMAXv2.4 (0, 1, 1)(0, 0, 0, 5) (Log) + 456;c3df321e;0,7032;3,9968;5,5873;0,4407;0,5075;0,4385;0,8361;0,8783;0,8593
SARIMAXv2.4 (1, 1, 0)(0, 0, 0, 5) (Log) (MinMax) + 456;95a68c07;0,7032;3,9972;5,5876;0,4407;0,5075;0,4385;0,836;0,8783;0,8593
SARIMAXv2.4 (3, 1, 0)(0, 0, 1, 5) (MinMax) + 456;24474a2f;0,7312;3,8952;5,3176;0,4237;0,5;0,4213;0,8685;0,8516;0,8592
SARIMAXv2.4 (3, 1, 0)(0, 0, 1, 5) + 45;febb2f87;0,7308;3,8956;5,3218;0,4237;0,5;0,4213;0,8681;0,8516;0,859
SARIMAXv2.4 (1, 1, 0)(0, 0, 0, 5) (Log) (Standard) + 4;152e4c86;0,7011;3,9845;5,6076;0,4407;0,5075;0,4385;0,835;0,8783;0,8588
SARIMAXv2.4 (1, 1, 0)(0, 0, 0, 5) (Log) + 4;d1914705;0,7011;3,9845;5,6076;0,4407;0,5075;0,4385;0,835;0,8783;0,8588
SARIMAXv2.4 (1, 1, 0)(0, 0, 0, 5) (Log) (MinMax) + 4;3499aeeb;0,7011;3,9845;5,6076;0,4407;0,5075;0,4385;0,835;0,8783;0,8588
SARIMAXv2.4 (2, 1, 2)(0, 0, 0, 5) (Standard) + 345;4ecfe15d;0,7529;3,9017;5,0981;0,4237;0,4688;0,4224;0,8893;0,8334;0,8586
SARIMAXv2.4 (3, 0, 1)(0, 0, 0, 5) (RetLog) (Standard) + 25;0ac1c0e9;0,6785;4,1387;5,815;0,4655;0,4918;0,4643;0,8058;0,9017;0,8585
SARIMAXv2.4 (2, 1, 2)(0, 0, 0, 5) (Standard) + 3456;732a38c7;0,7529;3,9077;5,0981;0,4237;0,4688;0,4224;0,8889;0,8334;0,8584
SARIMAXv2.4 (2, 1, 2)(0, 0, 0, 5) (MinMax) + 345;3d60c3b2;0,7534;3,9158;5,0932;0,4237;0,4688;0,4224;0,8888;0,8334;0,8583
SARIMAXv2.4 (3, 0, 0)(0, 0, 0, 5) (RetLog) + 2;42bc60fd;0,6786;4,1496;5,8145;0,4655;0,4918;0,4643;0,8052;0,9017;0,8582
SARIMAXv2.4 (2, 1, 2)(0, 0, 0, 5) (Standard) + 346;9f32647b;0,7429;3,9374;5,2006;0,4237;0,4848;0,4218;0,8768;0,8428;0,8581
SARIMAXv2.4 (3, 0, 2)(0, 0, 0, 5) (RetLog) (Standard) + 2456;73164b22;0,6789;4,1596;5,8114;0,4655;0,4918;0,4643;0,8048;0,9017;0,8581
SARIMAXv2.4 (3, 0, 1)(0, 0, 1, 5) (RetLog) (Standard) + 256;d94e30f3;0,6781;4,1504;5,8189;0,4655;0,4918;0,4643;0,8047;0,9017;0,858
SARIMAXv2.4 (3, 1, 0)(0, 0, 1, 5) (Standard) + 56;dc17c38c;0,5998;4,5212;6,4881;0,4915;0,5455;0,4897;0,7239;0,9675;0,8579
SARIMAXv2.4 (3, 1, 0)(0, 0, 1, 5) (MinMax) + 56;de48fbe1;0,5988;4,5235;6,4963;0,4915;0,5455;0,4897;0,723;0,9675;0,8575
SARIMAXv2.4 (3, 1, 0)(0, 0, 1, 5) + 456;24bccbe3;0,7278;3,9056;5,3507;0,4237;0,5;0,4213;0,8646;0,8516;0,8574
SARIMAXv2.4 (3, 1, 0)(0, 0, 1, 5) + 56;b52aa670;0,5985;4,5275;6,4987;0,4915;0,5455;0,4897;0,7226;0,9675;0,8573
SARIMAXv2.4 (2, 1, 2)(0, 0, 0, 5) + 345;636bf1bf;0,7506;3,9169;5,1223;0,4237;0,4688;0,4224;0,8859;0,8334;0,857
SARIMAXv2.4 (2, 1, 2)(0, 0, 0, 5) (Standard) + 34;79aba8d1;0,7406;3,9399;5,2235;0,4237;0,4848;0,4218;0,8744;0,8428;0,857
SARIMAXv2.4 (3, 0, 0)(0, 0, 0, 5) (RetLog) + 2456;d068813d;0,6761;4,1634;5,8363;0,4655;0,4918;0,4643;0,8023;0,9017;0,857
SARIMAXv2.4 (0, 1, 0)(0, 0, 0, 5) (Log) (MinMax) + 346;1d9b389c;0,7128;4,0424;5,4964;0,4407;0,4923;0,4391;0,8414;0,8695;0,8568
SARIMAXv2.4 (0, 1, 0)(0, 0, 0, 5) (Log) (Standard) + 346;82a7dc8f;0,7128;4,0426;5,4967;0,4407;0,4923;0,4391;0,8414;0,8695;0,8568
SARIMAXv2.4 (3, 0, 0)(0, 0, 0, 5) (RetLog) + 25;7d1683ba;0,6748;4,1528;5,8487;0,4655;0,4918;0,4643;0,8019;0,9017;0,8568
SARIMAXv2.4 (0, 1, 0)(0, 0, 0, 5) (Log) + 346;01ae9d76;0,7128;4,0425;5,4965;0,4407;0,4923;0,4391;0,8414;0,8695;0,8568
SARIMAXv2.4 (1, 1, 2)(0, 0, 1, 5) (MinMax) + 3456;4650488a;0,7508;3,9271;5,1201;0,4237;0,4688;0,4224;0,8854;0,8334;0,8568
SARIMAXv2.4 (0, 1, 1)(0, 0, 0, 5) (Log) + 45;8357dc9d;0,6974;4,007;5,6422;0,4407;0,5075;0,4385;0,8303;0,8783;0,8567
SARIMAXv2.4 (0, 1, 1)(0, 0, 0, 5) (Log) (Standard) + 45;dd7a6730;0,6974;4,007;5,6422;0,4407;0,5075;0,4385;0,8303;0,8783;0,8567
SARIMAXv2.4 (1, 1, 0)(0, 0, 0, 5) (Log) (MinMax) + 45;ff13362d;0,6973;4,0075;5,6425;0,4407;0,5075;0,4385;0,8302;0,8783;0,8567
SARIMAXv2.4 (3, 0, 2)(0, 0, 0, 5) (RetLog) (Standard) + 24;d4c22912;0,6761;4,178;5,8371;0,4655;0,4918;0,4643;0,8013;0,9017;0,8565
SARIMAXv2.4 (3, 0, 0)(0, 0, 0, 5) (RetLog) + 256;72bd86d2;0,6745;4,1647;5,8508;0,4655;0,4918;0,4643;0,8009;0,9017;0,8563
SARIMAXv2.4 (0, 1, 0)(0, 0, 0, 5) (Log) (Standard) + 3456;20ad38fd;0,711;4,0433;5,5135;0,4407;0,4923;0,4391;0,8398;0,8695;0,8561
SARIMAXv2.4 (3, 0, 2)(0, 0, 0, 5) (RetLog) (Standard) + 246;6b997e2f;0,6759;4,1894;5,8386;0,4655;0,4918;0,4643;0,8005;0,9017;0,8561
SARIMAXv2.4 (0, 1, 0)(0, 0, 0, 5) (Log) + 3456;4ea98074;0,711;4,0432;5,5133;0,4407;0,4923;0,4391;0,8398;0,8695;0,8561
SARIMAXv2.4 (0, 1, 0)(0, 0, 0, 5) (Log) (MinMax) + 3456;9abb0515;0,711;4,0432;5,5132;0,4407;0,4923;0,4391;0,8398;0,8695;0,8561
SARIMAXv2.4 (2, 1, 2)(0, 0, 0, 5) + 34;238ba6b4;0,7398;3,961;5,2317;0,4237;0,4848;0,4218;0,8721;0,8428;0,856
SARIMAXv2.4 (2, 1, 2)(0, 0, 0, 5) (MinMax) + 346;9bc68639;0,7395;3,9569;5,2349;0,4237;0,4848;0,4218;0,8721;0,8428;0,856
SARIMAXv2.4 (1, 1, 2)(0, 0, 1, 5) (MinMax) + 34;cdb4c12f;0,7402;3,9652;5,2272;0,4237;0,4848;0,4218;0,8723;0,8428;0,856
SARIMAXv2.4 (2, 1, 2)(0, 0, 0, 5) + 3456;d3854c78;0,7486;3,9252;5,142;0,4237;0,4688;0,4224;0,8833;0,8334;0,8559
SARIMAXv2.4 (0, 0, 0)(1, 0, 1, 5) (RetLog) (MinMax) + 245;0a5b0ff2;0,6745;4,185;5,8507;0,4655;0,4918;0,4643;0,7997;0,9017;0,8558
SARIMAXv2.4 (1, 1, 2)(0, 0, 1, 5) + 346;377374a5;0,7393;3,965;5,2363;0,4237;0,4848;0,4218;0,8714;0,8428;0,8556
SARIMAXv2.4 (3, 0, 0)(0, 0, 0, 5) (RetLog) + 24;a0313a61;0,6731;4,1871;5,8634;0,4655;0,4918;0,4643;0,7984;0,9017;0,8552
SARIMAXv2.4 (3, 0, 0)(2, 0, 2, 5) (Standard) + 23;23bf7973;0,7366;3,7843;5,2639;0,4237;0,4688;0,4224;0,8819;0,8334;0,8552
SARIMAXv2.4 (3, 0, 0)(0, 0, 0, 5) (RetLog) + 246;99e43270;0,6733;4,1948;5,8616;0,4655;0,4918;0,4643;0,7981;0,9017;0,855
SARIMAXv2.4 (3, 0, 0)(2, 0, 2, 5) (Standard) + 245;71e5580a;0,7347;3,7696;5,2825;0,4237;0,4688;0,4224;0,8813;0,8334;0,8549
SARIMAXv2.4 (3, 0, 0)(2, 0, 2, 5) (Standard) + 25;dc1cc80d;0,7345;3,7742;5,2849;0,4237;0,4688;0,4224;0,8807;0,8334;0,8547
SARIMAXv2.4 (1, 0, 0)(0, 0, 0, 5) (RetLog) (MinMax) + 46;9939ae8b;0,6235;4,7528;6,293;0,5;0,5085;0,5;0,7291;0,9573;0,8546
SARIMAXv2.4 (3, 0, 0)(2, 0, 2, 5) (Standard) + 24;27d300ea;0,7336;3,7777;5,2938;0,4237;0,4688;0,4224;0,8796;0,8334;0,8542
SARIMAXv2.4 (1, 1, 0)(0, 0, 0, 5) (Log) + 56;0a86cac1;0,6387;4,408;6,1645;0,4746;0,5231;0,473;0,7584;0,9321;0,854
SARIMAXv2.4 (1, 1, 0)(1, 0, 0, 5) (YeoJohnson) + 5;6e8795db;0,6769;4,1751;5,8297;0,4576;0,5;0,4563;0,8022;0,8963;0,854
SARIMAXv2.4 (1, 1, 0)(1, 0, 0, 5) (YeoJohnson) (Standard) + 5;57fdc1f0;0,6768;4,176;5,8307;0,4576;0,5;0,4563;0,802;0,8963;0,8539
SARIMAXv2.4 (0, 0, 0)(1, 0, 1, 5) (RetLog) (MinMax) + 23456;00e13f76;0,6698;4,2118;5,8935;0,4655;0,4918;0,4643;0,7941;0,9017;0,8533
SARIMAXv2.4 (0, 1, 0)(1, 0, 0, 5) (YeoJohnson) (MinMax) + 2356;cc8b45bd;0,7268;3,7288;5,3607;0,4237;0,4688;0,4224;0,877;0,8334;0,853
SARIMAXv2.4 (0, 1, 0)(1, 0, 0, 5) (YeoJohnson) + 2356;06b6bb3b;0,7267;3,7287;5,3616;0,4237;0,4688;0,4224;0,8769;0,8334;0,853
SARIMAXv2.4 (0, 1, 0)(1, 0, 0, 5) (YeoJohnson) (MinMax) + 235;ec85b346;0,7265;3,7286;5,3637;0,4237;0,4688;0,4224;0,8767;0,8334;0,8529
SARIMAXv2.4 (0, 1, 0)(1, 0, 0, 5) (YeoJohnson) + 235;84f47761;0,7264;3,7287;5,3645;0,4237;0,4688;0,4224;0,8766;0,8334;0,8528
SARIMAXv2.4 (1, 1, 0)(0, 0, 0, 5) (Log) + 5;1c024f8a;0,6341;4,3936;6,2043;0,4746;0,5231;0,473;0,7557;0,9321;0,8528
SARIMAXv2.4 (1, 1, 0)(0, 0, 0, 5) (Log) (MinMax) + 5;3f8076a0;0,6341;4,3936;6,2043;0,4746;0,5231;0,473;0,7557;0,9321;0,8528
SARIMAXv2.4 (0, 1, 0)(1, 0, 0, 5) (YeoJohnson) (Standard) + 235;87c5af57;0,7263;3,7308;5,3659;0,4237;0,4688;0,4224;0,8764;0,8334;0,8527
SARIMAXv2.4 (1, 1, 0)(0, 0, 2, 5) (MinMax) + 2345;0ed093cc;0,7206;4,1214;5,421;0,4407;0,4762;0,4397;0,8433;0,8601;0,8525
SARIMAXv2.4 (0, 1, 1)(0, 0, 2, 5) (MinMax) + 23456;7310d162;0,7206;4,1229;5,4214;0,4407;0,4762;0,4397;0,8431;0,8601;0,8525
SARIMAXv2.4 (1, 1, 0)(0, 0, 0, 5) (Log) (Standard) + 5;895c4bb6;0,6333;4,3979;6,2109;0,4746;0,5231;0,473;0,7549;0,9321;0,8524
SARIMAXv2.4 (2, 1, 0)(0, 0, 0, 5) (Log) (MinMax) + 56;c4318b13;0,6357;4,4282;6,1908;0,4746;0,5231;0,473;0,755;0,9321;0,8524
SARIMAXv2.4 (2, 1, 0)(0, 0, 0, 5) (Log) (Standard) + 56;16204b7c;0,6353;4,4302;6,1934;0,4746;0,5231;0,473;0,7546;0,9321;0,8523
SARIMAXv2.4 (0, 1, 0)(0, 0, 0, 5) (YeoJohnson) (MinMax) + 34;41ab4af4;0,6435;4,3645;6,1238;0,4746;0,5079;0,4736;0,7645;0,9233;0,8519
SARIMAXv2.4 (0, 1, 0)(0, 0, 0, 5) (YeoJohnson) + 34;23f26d5a;0,6435;4,3645;6,1237;0,4746;0,5079;0,4736;0,7645;0,9233;0,8519
SARIMAXv2.4 (0, 1, 0)(0, 0, 0, 5) (YeoJohnson) (Standard) + 34;b39d2e97;0,6435;4,3645;6,1238;0,4746;0,5079;0,4736;0,7645;0,9233;0,8519
SARIMAXv2.4 (1, 0, 1)(2, 0, 0, 5) (RetLog) (MinMax) + 25;20452ddc;0,6662;4,2478;5,9252;0,4655;0,4918;0,4643;0,7891;0,9017;0,851
SARIMAXv2.4 (0, 0, 1)(0, 0, 1, 5) (RetLog) (MinMax) + 12356;83c881fb;0,6682;4,2936;5,907;0,4655;0,4918;0,4643;0,788;0,9017;0,8505
SARIMAXv2.4 (0, 0, 0)(1, 0, 0, 5) (RetLog) (MinMax) + 256;471ce4b9;0,6651;4,2604;5,9346;0,4655;0,4918;0,4643;0,7875;0,9017;0,8503
SARIMAXv2.4 (0, 0, 1)(0, 0, 1, 5) (RetLog) (MinMax) + 12456;0c2e5ebf;0,6686;4,3235;5,9039;0,4655;0,4918;0,4643;0,7865;0,9017;0,8498
SARIMAXv2.4 (3, 1, 0)(1, 0, 0, 5) (YeoJohnson) (Standard) + 236;4822f6f8;0,7212;3,7558;5,4159;0,4237;0,4688;0,4224;0,8697;0,8334;0,8497
